,ID,Input,Augment
449603,2069286702,boo my eyes are not working either.I love Thailand though.just wishing that my stomach wasnt this swollen.&amp;empty!!my feet are swollen too,"Boo my eyes do not work either, I like Thailand, however. I just want my stomach not to be so swollen. & amp; empty !! My feet are swollen too"
668278,2245880860,Awww won't get 2 see @FNC live...mm 2day wasnt that rockin,Awww will not have 2 see @fnc Live ... mm 2day was not this Rockin
708499,2257324631,Hubby should be getting home soon...JUST IN TIME FOR ME TO GO TO WORK,My husband should go home soon ... just in time so that I can work
1185435,1982771203,@nratermatis i love it.  good message today,@nratetermatis I love it. Good message today
330598,2012305539,@riskafangsup IYAAAA AMIIN AMIN Weee iya kmrn  ga ntn guee. Lo ntn ris?,@Riskafangsup iyaaaa Amiin Amimin Weee Iya Kmrn Ga Ntn Guee. Lo ntn ris?
362432,2047414253,"@ilovesweat i think my cat cursed me cause the last dream I had was of giant salmon slabs. Just had cereal, and I'm STILL starving! ","@LOVESWEAT I think my cat cursed me the last dream I had giant salmon slabs. I just had cereals, and I'm still hungry!"
91128,1759348120,great weekend! again!  school tomorrow though,have a nice week end! again! at school tomorrow however
736730,2265072542,New Post on my site!  Big announcement...  I'm quitting CP.,New message on my site! Big announcement ... I leave CP.
405374,2058671258,@tommcfly brazilian fans are jealousy because of what you talk about Chile Tommy,@Tommcfly Brazilian fans are jealousy because of what you are talking about Chile Tommy
1041756,1957114250,@blak4ever I'll sure try!!  It's gonna be my second @ddlovato concert in a little over a month! (I went to the one in Argentina on May 21),@ blak4ever I will really try !! It will be my second @ddlovato concert in just over a month! (I went to that of Argentina on May 21)
302748,1999158072,@Mamazilla771  Good thoughts from the NW.,@ Mamazilla771 good thoughts of the NW.
615498,2226299843,"@jenniesjursen @AlisonHeld Thanks ladies!  As was the case w/the Fabulous Women of Ffld Co section last month, NO LINK on FCBJ website! ","@jenniesjursen @alissonheld thank you ladies! As was the case with the fabulous women of the FFLD CO section last month, no link on the FCBJ website!"
343235,2015422765,testing Tweetie with my searches for 'gvsu' and 'grand valley'. I don't think the notification is working.,"Test tweetie with my research for ""GVSU"" and ""Grand Valley"". I don't think the notification works."
1406980,2055443562,@PattinsonRobT I am sorry about that. if it helps I just like your job and wish you the best,"@Pattinsonrobt I'm sorry. If it helps, I just like your job and I wish you the best"
5703,1469164061,Face burns with acne stuff the doctors gave me!!!! The only reason I use it is because it takes away the acne and the acne scars!,Face burns with acne stuff that doctors have given me !!!! The only reason I use it is because it removes acne and acne scars!
610540,2224212878,"Purchased @1password touch pro, but can't seem to get the bookmarklet to work  Initially launched non-pro, removed non-pro, now nothing","Buyed @ 1Password Touch Pro, but does not seem to operate the bookmarklet initially launched non-pro, deleted non-pro, now nothing"
221389,1976816474,"Checked out one of the new iPod Nanos. The touch wheel thingy was extremely buggy and unresponsive, and the screen looked bad. ","Check one of the new iPods Nanos. The touch stuff was extremely buggy and did not answer, and the screen looked bad."
586050,2215839195,"@411Ramon LOL, aw! That's sweet! Tell me, what do you think about the Mayweather/Marquez fight being postponed ","@ 411ramon lol, aw! It's cute! Tell me, what do you think of the Mayweather / Marquez combat postponed"
1107399,1971575732,@reluctantgourme that's a really interesting post on flour...,@RELUCTANTGOURME It is a really interesting article on the flour ...
1091614,1969905290,"@KimSVanderwall Oh, six degrees of separation - I'm connected to Gene Roddenberry by only 2 and everyone he knows by 3!! ","@Kimsvanderwall oh, six degrees of separation - I am connected to Gene Roddenberry by only 2 and everyone he knows by 3 !!"
865022,1677393681,"@garymurning Well, YOU said to not ask ","@Garymurning well, you said you don't ask"
1277885,2001372642,Good afternoon.,Good afternoon.
362530,2047452162,@KChenoweth i've had that before - it's the worst ever. all you want to do it hide away until it goes.  hope you feel better soon &lt;3 x,@KcheNOWETH I already had that - it's the worst of all time. Everything you want to do it is hidden until it happens. I hope you will feel better soon & lt; 3 x
1229236,1991329061,"Just woke up, eatingg some watermelon ","I just woke up, eating watermelon"
300110,1998196276,it's dark,It's dark
211829,1974588708,Waiting at my aunts house for people to call,While waiting in my aunt house so that people call
150612,1932313573,My poor lil toes look like vienna sausages from my foot smacking against the jet ski.. Every movement that I made today has been painful,My poor little toes look like Vienna sausages of my foot hitting the jet ski. Each movement I made today has been painful
664630,2244563853,@bexiclepop I'm so annoyed on your behalf  I LOVE YOU BECCAFACE.,@Bexiclepop I am so bored on your behalf that I love you beccace.
171800,1963353778,My day on the computer is about to end. Dang. I hate not being allowed on the computer.,My day on the computer is about to end. Dang. I hate not being allowed on the computer.
257906,1985070061,Is being ignored.,Is ignored.
311724,2001366358,@lovethatfabric yes your Avatar has gone away now. Sad,"@Lovethatfabric Yes, your avatar has gone now. Sad"
1030208,1932887682,going to see Billy Elliot!,I'm going to see Billy Elliot!
650603,2237619006,I really detest flying commercial,I really hate flying advertising
902166,1694367670,"@amandapalmer He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin.","@Mandapalmer he loved it, so happy birthday !!! He said you look like a mixture of John Lennon, Chrissie Hynde and Janis Joplin."
1454367,2063316004,life is goooooood,Life is gooooooood
932281,1771057558,@harmswaychad that wasnt finished lol ... ahem ... against @elizabeth_ann 's *grumps*,@harmswaychad which was not finished lol ... ahem ... against @elizabeth_ann's * Grumps *
1274848,2001019686,@heidipena Oh that sounds soo nice  We just woke up and I'm sitting here eating my breakfast and drinking coffee. Bliss,"@Hedipana oh it sounds so pleasant, we just woke up and I am sitting here eating my breakfast and drinking coffee. Happiness"
920601,1754025132,sooo happy that i actually get to spend mother's day with my amazing mama!,Sooo happy that I can spend Mother's Day with my incredible mom!
938753,1793525774,@rustycharm that is true too!  But dad's usually don't cook like mums...,@Rustycharm is true too! But Dad does not generally cook like mothers ...
299093,1997895689,Crash aÃ©rien - Des dÃ©bris localisÃ©s au large du SÃ©nÃ©gal (via @lci) wow! I guess that's it then,Crash aes nothing - Localized degrees off the coast of the Setate (via @LCI) WOW! I guess it's all then
699903,2254593992,ugh. sad/mad/lonely.,Ugh. Sad / mad / lonely.
751156,2285973192,really need to go to bed again,really need to go to bed
1578825,2189863707,Just received 2 ukes from Kala for giveaway at the fest : KA-ASLAS Soprano and a new travel uke KA-SSTU-T Mahogany Tenor,I just received 2 Kala Ukes for a gift to the Fest: Ka-Aslas Soprano and a new travel trip Ka-Stu-T Mahogany
1449643,2062857058,"@ShaitanDevil Ð¿Ð¾Ñ?Ð»ÐµÐ´Ð½ÐµÐµ Ð²ÑÐµÐ¼Ñ? Ñ?Ð¿Ð»Ñ 11-13 ÑÐ°Ñ?Ð¾Ð², Ñ?Ð¾Ð²ÐµÑÑÐµÐ½Ð½Ð¾ Ð±ÐµÑ?Ð¿Ð¾Ð»ÐµÐ·Ð½Ð¾ ","@Shaitandevil ð¿ð least? Ð »ðµð´ð½ðµ ð²ñ € ðµðown? NOT? Ð¿ð »ñž 11-13 ñ ‡ ð ° ñ? Ð¾ð², ñ? Ð¾ð²ððµñ € ñˆðµð½½ ± ±µñ? Ð¿ðater »ðµð · ð½¾"
1577169,2189644142,@TheBackpackr @shootdiva have a good time and take care. Catch you guys when you get back,@TheBackPackr @Shootdiva have a good time and be careful. Catch the guys when you return
1295706,2003811751,slept in my new apartment,sleep in my new apartment
1260096,1998250138,says I tried to call @GingerTPLC wonder where she is  http://plurk.com/p/xqqy0,Said I tried to call @Gingerplc asks me where she is http://plurk.com/p/xqqy0
577989,2212854807,alone in my apartment.  sad without @alisondownunder,Alone in my apartment. Sad without @alisondownunder
92357,1760002692,@fankri i LOVE jello shots...i got Charissa's text but i had to work late...,@Fankri I like Jello's photos ... I received the text from Charissa but I had to work late ...
873598,1679454164,@1UPSwife awesome results!  congratulations!  what's next on the agenda? Another round of CLX or maybe P90X?,@ 1upswife impressive results! congratulations! What is the next step on the agenda? Another CLX cycle or maybe P90X?
28671,1559764994,@VeraWooten  http://bit.ly/anQjU ACE prize winning FAN MADE vid for best single NOT  released in 2008. Please keep retweeting.,@Verawooten http://bit.ly/anqju ace fan winning fan made vid for the best single unit in 2008. Please continue to retweet.
1318805,2014411403,is having a fight with Zoe over you wouldn't wanna know what....,You are fighting with Zoe on you would not want to know what ...
1089971,1969754957,There's no place like 127.0.0.1,There is no place like 127.0.0.1
710558,2257944706,Having a good time at camp. Havent talked to Ricky at all  missing my amazing friends,Have a good time at the camp. I did not speak to Ricky who is missing my incredible friends
1148116,1978172077,@jazzzyone Really? I think I say nothing useful at all Lol Thank you though,@jazzzyone really? I think I don't say anything useful lol thank you
1118821,1973658349,She looks bootiful,She looks bootul
1431895,2060171099,@curiousjayorge I saw this commercial about phone psychics. I thought they stopped that after the Miss Cleo shit stain,@curiousjayorge I saw this advertising on telephone mediums. I thought they had stopped this after the shittop Miss Cleo
1313758,2013818510,@djseduce I think that ModLife thing is pretty cool.  I like the live concert streams.  Miguel quit drinking that hatroade!,@DJSEDUCE I think the modlife thing is pretty cool. I like live concert flows. Miguel has stopped drinking this Hatroad!
